"","PLOT_ID","Source","Lat","Lon","Slope","gr_mean","Biom_mean","RS","PWQ","PH","SOC","Basal","CV","Age","Biome","Sink"
"774","Plot774","Can",54.87,-115.4,-0.77,0.184,0.326,68.2,295,5.099999905,52.52,0.0052,0.26,131.1,"Boreal",-0.142
"775","Plot775","Can",54.87,-115.4,-0.5,0.166,0.449,68.2,295,5.099999905,52.52,0.0045,0.26,131.1,"Boreal",-0.283
"776","Plot776","Can",54.88,-115.4,-0.78,0.2,0.317,68.74,292,5.099999905,54.83,0.0048,0.33,131.1,"Boreal",-0.117
"777","Plot777","Can",54.88,-115.4,-0.53,0.131,0.318,68.74,292,5.099999905,54.83,0.0039,0.25,131.1,"Boreal",-0.187
"778","Plot778","Can",54.88,-115.4,-0.51,0.133,0.372,68.74,292,5.099999905,54.83,0.004,0.2,131.1,"Boreal",-0.239
"779","Plot779","Can",54.88,-115.4,-0.52,0.147,0.417,68.74,292,5.099999905,54.83,0.0044,0.23,131.1,"Boreal",-0.27
"780","Plot780","Can",54.13,-116.82,-0.77,0.37,0.478,66.16,297,5.400000095,47.4,0.0044,0.43,86.6,"Boreal",-0.108
"781","Plot781","Can",54.13,-116.82,-0.9,0.388,0.426,66.16,297,5.400000095,47.4,0.0042,0.28,86.6,"Boreal",-0.038
"782","Plot782","Can",54.13,-116.82,-0.64,0.37,0.548,66.16,297,5.400000095,47.4,0.0046,0.39,86.6,"Boreal",-0.178
"783","Plot783","Can",54.13,-116.82,-0.62,0.365,0.594,66.16,297,5.400000095,47.4,0.0045,0.43,86.6,"Boreal",-0.229
"784","Plot784","Can",54.74,-117.35,-0.71,0.3,0.346,58.22,255,5.699999809,45.24,0.0038,0.4,114.17,"Boreal",-0.046
"785","Plot785","Can",54.74,-117.35,-0.9,0.286,0.321,58.22,255,5.699999809,45.24,0.0037,0.37,114.17,"Boreal",-0.035
"786","Plot786","Can",54.44,-115.53,-0.32,0.211,0.557,69.68,302,4.300000191,49.04,0.0043,0.24,145.12,"Boreal",-0.346
"787","Plot787","Can",54.44,-115.53,-0.41,0.212,0.491,69.68,302,4.300000191,49.04,0.004,0.29,145.12,"Boreal",-0.279
"788","Plot788","Can",54.44,-115.53,-0.29,0.216,0.389,69.68,302,4.300000191,49.04,0.0046,0.29,142.67,"Boreal",-0.173
"789","Plot789","Can",54.44,-115.53,-0.51,0.217,0.47,69.68,302,4.300000191,49.04,0.0045,0.27,145.12,"Boreal",-0.253
"790","Plot790","Can",54.73,-117.34,-0.88,0.268,0.272,58.37,255,5.699999809,44.88,0.0034,0.29,130.68,"Boreal",-0.004
"791","Plot791","Can",54.73,-117.34,-0.8,0.316,0.192,58.37,255,5.699999809,44.88,0.0037,0.32,130.68,"Boreal",0.124
"792","Plot792","Can",54.73,-117.34,-0.9,0.268,0.273,58.37,255,5.699999809,44.88,0.0029,0.37,130.68,"Boreal",-0.005
"793","Plot793","Can",54.72,-117.36,-0.66,0.204,0.325,58.82,254,5.699999809,45.18,0.0039,0.34,151.43,"Boreal",-0.121
"794","Plot794","Can",54.72,-117.36,-0.56,0.247,0.321,58.82,254,5.699999809,45.18,0.0043,0.3,151.43,"Boreal",-0.074
"795","Plot795","Can",54.67,-117.56,-0.71,0.285,0.335,56.98,268,5.900000095,49.51,0.0037,0.47,140.18,"Boreal",-0.05
"796","Plot796","Can",54.67,-117.56,-0.94,0.378,0.322,56.98,268,5.900000095,49.51,0.0045,0.47,140.18,"Boreal",0.056
"797","Plot797","Can",54.67,-117.56,-0.27,0.219,0.36,56.98,268,5.900000095,49.51,0.0036,0.38,140.18,"Boreal",-0.141
"798","Plot798","Can",54.67,-117.56,-1.02,0.409,0.442,56.98,268,5.900000095,49.51,0.0055,0.38,140.18,"Boreal",-0.033
"799","Plot799","Can",54.52,-117.61,-0.54,0.308,0.551,58.69,279,5.900000095,52.43,0.0052,0.35,118.53,"Boreal",-0.243
"800","Plot800","Can",54.51,-117.53,-0.7,0.269,0.328,59.88,279,5.900000095,41.88,0.0045,0.34,80.57,"Boreal",-0.059
"801","Plot801","Can",54.51,-117.53,-0.56,0.259,0.357,59.88,279,5.900000095,41.88,0.0042,0.3,80.57,"Boreal",-0.098
"802","Plot802","Can",54.41,-115.58,-0.82,0.331,0.382,70.11,303,5.400000095,54.3,0.0036,0.22,83.15,"Boreal",-0.051
"803","Plot803","Can",54.41,-115.58,-0.73,0.251,0.34,70.11,303,5.400000095,54.3,0.0033,0.26,83.15,"Boreal",-0.089
"804","Plot804","Can",54.41,-115.58,-1.2,0.264,0.197,70.11,303,5.400000095,54.3,0.004,0.24,83.15,"Boreal",0.067
"805","Plot805","Can",54.41,-115.58,-0.95,0.34,0.337,70.11,303,5.400000095,54.3,0.004,0.25,83.15,"Boreal",0.003
"806","Plot806","Can",56.68,-118.64,-1.34,0.203,0.165,60.05,223,5.599999905,45.14,0.0032,0.29,126.77,"Boreal",0.038
"807","Plot807","Can",56.68,-118.64,-1.25,0.205,0.2,60.05,223,5.599999905,45.14,0.0041,0.26,126.77,"Boreal",0.00499999999999998
"808","Plot808","Can",56.68,-118.64,-1.34,0.193,0.17,60.05,223,5.599999905,45.14,0.0034,0.23,126.77,"Boreal",0.023
"809","Plot809","Can",56.68,-118.64,-1.83,0.265,0.136,60.05,223,5.599999905,45.14,0.0042,0.25,126.77,"Boreal",0.129
"810","Plot810","Can",56.69,-118.63,-0.77,0.283,0.386,59.11,221,5.599999905,45.99,0.0049,0.42,85.2,"Boreal",-0.103
"811","Plot811","Can",56.71,-118.26,-1.17,0.28,0.169,54.05,217,5.599999905,44.89,0.0037,0.31,81.2,"Boreal",0.111
"812","Plot812","Can",56.71,-118.26,-0.88,0.269,0.161,54.05,217,5.599999905,44.89,0.0029,0.29,81.2,"Boreal",0.108
"813","Plot813","Can",56.71,-118.26,-0.96,0.235,0.152,54.05,217,5.599999905,44.89,0.0028,0.39,81.2,"Boreal",0.083
"814","Plot814","Can",56.71,-118.26,-0.83,0.255,0.204,54.05,217,5.599999905,44.89,0.0034,0.28,81.2,"Boreal",0.051
"815","Plot815","Can",54.39,-115.59,-0.96,0.27,0.26,69.69,300,5.400000095,51.05,0.0048,0.29,88.58,"Boreal",0.01
"816","Plot816","Can",54.39,-115.59,-1.16,0.286,0.23,69.69,300,5.400000095,51.05,0.0046,0.29,88.58,"Boreal",0.056
"817","Plot817","Can",54.39,-115.59,-0.97,0.255,0.251,69.69,300,5.400000095,51.05,0.0044,0.29,88.58,"Boreal",0.004
"818","Plot818","Can",54.39,-115.59,-1.49,0.276,0.183,69.69,300,5.400000095,51.05,0.0048,0.29,88.58,"Boreal",0.093
"819","Plot819","Can",56.59,-119.45,-0.5,0.208,0.315,59.01,218,5.599999905,41.02,0.0046,0.32,153.11,"Boreal",-0.107
"820","Plot820","Can",56.59,-119.45,-0.41,0.185,0.423,59.01,218,5.599999905,41.02,0.005,0.28,153.11,"Boreal",-0.238
"821","Plot821","Can",56.59,-119.45,-0.27,0.158,0.641,59.01,218,5.599999905,41.02,0.0055,0.32,153.11,"Boreal",-0.483
"822","Plot822","Can",56.59,-119.45,-0.33,0.172,0.505,59.01,218,5.599999905,41.02,0.0058,0.33,153.11,"Boreal",-0.333
"823","Plot823","Can",56.55,-119.31,-0.78,0.314,0.321,61.26,212,5.599999905,39.07,0.0032,0.42,92.2,"Boreal",-0.00700000000000001
"824","Plot824","Can",56.55,-119.31,-0.86,0.294,0.285,61.26,212,5.599999905,39.07,0.0027,0.3,92.2,"Boreal",0.00900000000000001
"825","Plot825","Can",56.55,-119.31,-0.72,0.241,0.226,61.26,212,5.599999905,39.07,0.0028,0.31,92.2,"Boreal",0.015
"826","Plot826","Can",56.58,-119.32,-0.82,0.203,0.168,62.32,215,5.599999905,45.42,0.0041,0.34,97.2,"Boreal",0.035
"827","Plot827","Can",56.58,-119.32,-0.83,0.172,0.133,62.32,215,5.599999905,45.42,0.0037,0.3,97.2,"Boreal",0.039
"828","Plot828","Can",56.58,-119.32,-0.73,0.185,0.189,62.32,215,5.599999905,45.42,0.0041,0.34,97.2,"Boreal",-0.004
"829","Plot829","Can",56.58,-119.32,-0.55,0.212,0.243,62.32,215,5.599999905,45.42,0.004,0.36,97.2,"Boreal",-0.031
"830","Plot830","Can",56.57,-119.33,-0.83,0.296,0.275,62.09,214,5.599999905,44.71,0.0058,0.25,127.97,"Boreal",0.021
"831","Plot831","Can",56.57,-119.33,-1.01,0.269,0.196,62.09,214,5.599999905,44.71,0.0059,0.25,127.97,"Boreal",0.073
"832","Plot832","Can",56.57,-119.33,-1.13,0.241,0.164,62.09,214,5.599999905,44.71,0.0047,0.28,127.97,"Boreal",0.077
"833","Plot833","Can",56.57,-119.33,-0.72,0.261,0.286,62.09,214,5.599999905,44.71,0.0044,0.3,127.97,"Boreal",-0.025
"834","Plot834","Can",56.55,-119.39,-0.69,0.16,0.141,59.85,210,5.599999905,46.53,0.0036,0.34,182.15,"Boreal",0.019
"835","Plot835","Can",56.55,-119.39,-0.85,0.163,0.131,59.85,210,5.599999905,46.53,0.0027,0.35,182.15,"Boreal",0.032
"836","Plot836","Can",56.55,-119.39,-1.94,0.136,0.098,59.85,210,5.599999905,46.53,0.0032,0.39,182.15,"Boreal",0.038
"837","Plot837","Can",56.55,-119.39,-0.91,0.157,0.169,59.85,210,5.599999905,46.53,0.0037,0.33,182.15,"Boreal",-0.012
"838","Plot838","Can",50.13,-95.82,-1.49,0.408,0.158,55.01,250,5.699999809,123.12,0.0036,0.84,46,"Boreal",0.25
"839","Plot839","Can",49.89,-95.52,-1.49,0.163,0.1,56.55,265,5.300000191,125.38,0.004,0.27,120.44,"Temperate",0.063
"840","Plot840","Can",50.02,-95.52,-1.22,0.279,0.273,55.22,260,5.5,91.09,0.0018,1.04,65,"Boreal",0.00600000000000001
"841","Plot841","Can",50.02,-95.52,-1.14,0.191,0.148,55.22,260,5.5,91.09,0.0038,0.29,109.03,"Boreal",0.043
"842","Plot842","Can",56.56,-119.38,-1.61,0.217,0.182,58.09,214,5.599999905,43.62,0.0034,0.4,103.45,"Boreal",0.035
"843","Plot843","Can",53.76,-105.29,-0.71,0.188,0.188,59.55,215,5.400000095,69.34,0.0031,0.34,84.6,"Boreal",0
"844","Plot844","Can",53.81,-105.34,-0.63,0.204,0.271,59.6,214,NA,70.58,0.0035,0.36,106.2,"Boreal",-0.067
"845","Plot845","Can",53.82,-105.22,-1.09,0.235,0.15,61.03,217,5.400000095,68.42,0.0041,0.26,101.6,"Boreal",0.085
"846","Plot846","Can",53.82,-105.22,-1.34,0.256,0.178,61.03,217,5.400000095,68.42,0.0033,0.36,111.6,"Boreal",0.078
"847","Plot847","Can",53.83,-105.26,-0.7,0.233,0.306,59.47,215,NA,63.5,0.0026,0.39,117.35,"Boreal",-0.073
"848","Plot848","Can",53.83,-105.21,-0.85,0.286,0.314,61.83,218,5.400000095,55.01,0.0044,0.26,102.3,"Boreal",-0.028
"849","Plot849","Can",53.83,-105.21,-0.93,0.265,0.226,61.83,218,5.400000095,55.01,0.0039,0.24,102.27,"Boreal",0.039
"850","Plot850","Can",53.83,-105.21,-1.26,0.243,0.134,61.83,218,5.400000095,55.01,0.0033,0.3,99.16,"Boreal",0.109
"851","Plot851","Can",53.83,-105.21,-0.8,0.275,0.353,61.83,218,5.400000095,55.01,0.0028,0.42,92.9,"Boreal",-0.078
"852","Plot852","Can",53.79,-105.19,-0.89,0.295,0.313,60.06,215,5.400000095,69.88,0.0024,0.49,81,"Boreal",-0.018
"853","Plot853","Can",53.82,-105.22,-0.76,0.257,0.26,61.03,217,5.400000095,68.42,0.0038,0.35,129.8,"Boreal",-0.003
"854","Plot854","Can",53.82,-105.22,-0.89,0.255,0.271,61.03,217,5.400000095,68.42,0.004,0.34,142.05,"Boreal",-0.016
"855","Plot855","Can",53.94,-107.19,-0.99,0.243,0.24,59.61,222,6.400000095,50.4,0.0027,0.39,85.35,"Boreal",0.003
"856","Plot856","Can",54.24,-107.77,-0.95,0.29,0.266,61.12,216,5.400000095,48.26,0.0032,0.33,89,"Boreal",0.024
"857","Plot857","Can",54.24,-107.77,-1.1,0.301,0.232,61.12,216,5.400000095,48.26,0.0029,0.34,94.67,"Boreal",0.069
"858","Plot858","Can",54.21,-107.73,-1.06,0.343,0.302,60.86,216,5.400000095,47.6,0.0031,0.37,85.4,"Boreal",0.041
"859","Plot859","Can",55.01,-106.46,-0.37,0.124,0.103,57.8,230,4.199999809,86.28,0.002,0.26,69.78,"Boreal",0.021
"860","Plot860","Can",56.59,-119.41,-0.74,0.273,0.364,58.68,225,5.599999905,43.48,0.0061,0.48,54.13,"Boreal",-0.091
"861","Plot861","Can",58.73,-117.38,-0.43,0.167,0.381,58.69,175,5.699999809,62.86,0.003,0.32,177.49,"Boreal",-0.214
"862","Plot862","Can",58.73,-117.38,-0.43,0.187,0.39,58.69,175,5.699999809,62.86,0.0037,0.42,177.49,"Boreal",-0.203
"863","Plot863","Can",58.73,-117.38,-0.3,0.164,0.38,58.69,175,5.699999809,62.86,0.0033,0.3,177.49,"Boreal",-0.216
"864","Plot864","Can",54,-115.88,-1.47,0.368,0.215,67.73,278,5.900000095,46.59,0.0035,0.37,72.2,"Boreal",0.153
"865","Plot865","Can",54,-115.88,-1.27,0.371,0.254,67.73,278,5.900000095,46.59,0.0034,0.37,72.2,"Boreal",0.117
"866","Plot866","Can",51.08,-95.75,-0.33,0.038,0.181,51.59,238,5.5,90.22,0.0022,0.4,69.38,"Boreal",-0.143
"867","Plot867","Can",51.06,-95.82,-1.45,0.136,0.106,51.98,236,5.5,97.73,0.002,0.75,115.46,"Boreal",0.03
"868","Plot868","Can",51.02,-95.46,-0.95,0.143,0.153,51.57,246,7,97.33,0.0036,0.41,156.56,"Boreal",-0.01
"869","Plot869","Can",50.98,-96.25,-0.99,0.397,0.335,52.76,230,5.5,105.76,0.0017,0.59,28.5,"Boreal",0.062
"870","Plot870","Can",50.64,-96.11,-1.73,0.181,0.063,55.5,224,5.5,102.12,0.0015,0.28,42.8,"Boreal",0.118
"871","Plot871","Can",51.03,-95.64,-1.37,0.097,0.055,51.7,241,5.5,104.53,0.0027,0.39,72.5,"Boreal",0.042
"872","Plot872","Can",51.02,-95.64,-1.67,0.208,0.096,51.88,240,5.5,97.74,0.0027,0.61,64.73,"Boreal",0.112
"873","Plot873","Can",51.02,-95.53,-2.19,0.228,0.072,51.47,243,5.5,138.73,0.0026,0.76,53.5,"Boreal",0.156
"874","Plot874","Can",58.69,-117.43,-1.02,0.23,0.231,58.81,186,5.699999809,76.08,0.0038,0.41,143.9,"Boreal",-0.001
"875","Plot875","Can",58.69,-117.43,-1.02,0.209,0.232,58.81,186,5.699999809,76.08,0.0045,0.36,143.9,"Boreal",-0.023
"876","Plot876","Can",58.69,-117.43,-0.56,0.183,0.342,58.81,186,5.699999809,76.08,0.0039,0.37,143.9,"Boreal",-0.159
"877","Plot877","Can",58.64,-117.44,-0.82,0.351,0.313,59.37,187,5.699999809,58.96,0.003,0.35,63.65,"Boreal",0.038
"878","Plot878","Can",58.64,-117.44,-1.07,0.342,0.23,59.37,187,5.699999809,58.96,0.004,0.32,63.65,"Boreal",0.112
"879","Plot879","Can",58.64,-117.44,-0.58,0.278,0.419,59.37,187,5.699999809,58.96,0.0024,0.3,63.65,"Boreal",-0.141
"880","Plot880","Can",58.64,-117.44,-1.57,0.402,0.166,59.37,187,5.699999809,58.96,0.0035,0.37,63.65,"Boreal",0.236
"881","Plot881","Can",58.64,-117.43,-3.64,0.132,0.026,59.58,185,5.699999809,56.81,0.0025,0.26,65.78,"Boreal",0.106
"882","Plot882","Can",58.64,-117.43,-2.85,0.143,0.044,59.58,185,5.699999809,56.81,0.0026,0.33,65.78,"Boreal",0.099
"883","Plot883","Can",54.04,-115.88,-0.61,0.342,0.715,67.54,277,5.900000095,44.73,0.004,0.34,107.36,"Boreal",-0.373
"884","Plot884","Can",54.04,-115.88,-0.66,0.376,0.555,67.54,277,5.900000095,44.73,0.003,0.44,107.36,"Boreal",-0.179
"885","Plot885","Can",54.04,-115.88,-0.67,0.309,0.512,67.54,277,5.900000095,44.73,0.0037,0.43,107.36,"Boreal",-0.203
"886","Plot886","Can",54.04,-115.88,-0.94,0.402,0.452,67.54,277,5.900000095,44.73,0.0045,0.35,107.36,"Boreal",-0.05
"887","Plot887","Can",59.1,-117.67,-0.89,0.243,0.264,54.76,167,5.599999905,70.28,0.0041,0.43,168.34,"Boreal",-0.021
"888","Plot888","Can",59.1,-117.67,-0.63,0.186,0.273,54.76,167,5.599999905,70.28,0.0034,0.39,168.34,"Boreal",-0.087
"889","Plot889","Can",59.1,-117.67,-0.84,0.151,0.206,54.76,167,5.599999905,70.28,0.0039,0.31,168.34,"Boreal",-0.055
"890","Plot890","Can",59.1,-117.67,-1.01,0.176,0.169,54.76,167,5.599999905,70.28,0.0037,0.34,168.34,"Boreal",0.00699999999999998
"891","Plot891","Can",59.15,-117.65,-0.67,0.262,0.252,52.17,164,5.699999809,73.2,0.0036,0.5,147.6,"Boreal",0.01
"892","Plot892","Can",59.15,-117.65,-1.34,0.275,0.193,52.17,164,5.699999809,73.2,0.0044,0.37,147.6,"Boreal",0.082
"893","Plot893","Can",59.15,-117.65,-1.03,0.244,0.224,52.17,164,5.699999809,73.2,0.0039,0.36,147.6,"Boreal",0.02
"894","Plot894","Can",59.19,-117.53,-0.64,0.209,0.408,51.92,163,5.699999809,70.44,0.0036,0.39,144.49,"Boreal",-0.199
"895","Plot895","Can",59.19,-117.53,-1.17,0.249,0.21,51.92,163,5.699999809,70.44,0.0038,0.47,144.49,"Boreal",0.039
"896","Plot896","Can",59.19,-117.53,-1.78,0.172,0.085,51.92,163,5.699999809,70.44,0.0032,0.39,144.49,"Boreal",0.087
"897","Plot897","Can",58.97,-117.62,-1.48,0.231,0.113,53.94,169,5.699999809,54.03,0.0036,0.18,102.79,"Boreal",0.118
"898","Plot898","Can",58.97,-117.62,-1.43,0.25,0.172,53.94,169,5.699999809,54.03,0.0043,0.22,102.79,"Boreal",0.078
"899","Plot899","Can",58.97,-117.62,-1.33,0.25,0.197,53.94,169,5.699999809,54.03,0.0052,0.31,102.79,"Boreal",0.053
"900","Plot900","Can",58.97,-117.62,-2.15,0.238,0.089,53.94,169,5.699999809,54.03,0.0038,0.26,102.79,"Boreal",0.149
"901","Plot901","Can",54.05,-115.89,-0.6,0.238,0.438,67.28,277,5.900000095,44.48,0.004,0.41,103.92,"Boreal",-0.2
"902","Plot902","Can",54.05,-115.89,-0.65,0.291,0.526,67.28,277,5.900000095,44.48,0.0034,0.38,103.92,"Boreal",-0.235
"903","Plot903","Can",54.05,-115.89,-0.78,0.294,0.431,67.28,277,5.900000095,44.48,0.0045,0.3,103.92,"Boreal",-0.137
"904","Plot904","Can",54.05,-115.89,-0.75,0.244,0.371,67.28,277,5.900000095,44.48,0.0037,0.36,103.92,"Boreal",-0.127
"905","Plot905","Can",59.58,-117.18,-1.19,0.196,0.127,49.16,154,5.199999809,64.44,0.0032,0.36,133.6,"Boreal",0.069
"906","Plot906","Can",59.58,-117.18,-2.45,0.196,0.087,49.16,154,5.199999809,64.44,0.0035,0.39,133.6,"Boreal",0.109
"907","Plot907","Can",59.58,-117.18,-1.02,0.154,0.145,49.16,154,5.199999809,64.44,0.0043,0.29,133.6,"Boreal",0.00900000000000001
"908","Plot908","Can",58.59,-117.52,-0.86,0.282,0.341,57.06,181,5.699999809,58.73,0.0041,0.46,150.02,"Boreal",-0.0590000000000001
"909","Plot909","Can",58.59,-117.52,-1.02,0.217,0.278,57.06,181,5.699999809,58.73,0.0044,0.4,150.02,"Boreal",-0.061
"910","Plot910","Can",58.59,-117.52,-1.28,0.275,0.334,57.06,181,5.699999809,58.73,0.0042,0.37,150.02,"Boreal",-0.059
"911","Plot911","Can",58.59,-117.52,-1,0.298,0.295,57.06,181,5.699999809,58.73,0.0038,0.42,150.02,"Boreal",0.003
"912","Plot912","Can",58.58,-117.41,-0.39,0.134,0.481,57.76,179,5.599999905,49.66,0.0033,0.29,167.24,"Boreal",-0.347
"913","Plot913","Can",58.58,-117.41,-0.35,0.155,0.381,57.76,179,5.599999905,49.66,0.0036,0.37,167.24,"Boreal",-0.226
"914","Plot914","Can",58.58,-117.41,-0.65,0.188,0.282,57.76,179,5.599999905,49.66,0.0037,0.38,167.24,"Boreal",-0.094
"915","Plot915","Can",54.05,-115.91,-1.05,0.276,0.283,67.6,278,5.5,48.29,0.0043,0.27,110.49,"Boreal",-0.00699999999999995
"916","Plot916","Can",54.05,-115.91,-1.1,0.307,0.365,67.6,278,5.5,48.29,0.0042,0.3,110.49,"Boreal",-0.058
"917","Plot917","Can",57.22,-118.26,-0.74,0.29,0.466,54.99,217,5.599999905,43.33,0.0051,0.26,137.09,"Boreal",-0.176
"918","Plot918","Can",57.22,-118.26,-0.75,0.197,0.423,54.99,217,5.599999905,43.33,0.0051,0.27,137.09,"Boreal",-0.226
"919","Plot919","Can",57.22,-118.26,-0.58,0.162,0.465,54.99,217,5.599999905,43.33,0.0049,0.31,137.09,"Boreal",-0.303
"920","Plot920","Can",57.22,-118.26,-0.81,0.205,0.331,54.99,217,5.599999905,43.33,0.0051,0.32,137.09,"Boreal",-0.126
"921","Plot921","Can",57.23,-118.23,-0.7,0.228,0.417,55.46,218,5.599999905,45.65,0.005,0.33,137.86,"Boreal",-0.189
"922","Plot922","Can",57.23,-118.23,-0.77,0.235,0.378,55.46,218,5.599999905,45.65,0.0045,0.36,137.86,"Boreal",-0.143
"923","Plot923","Can",57.23,-118.23,-0.46,0.282,0.66,55.46,218,5.599999905,45.65,0.0044,0.34,137.86,"Boreal",-0.378
"924","Plot924","Can",57.23,-118.23,-0.55,0.212,0.424,55.46,218,5.599999905,45.65,0.0042,0.32,137.86,"Boreal",-0.212
"925","Plot925","Can",57.23,-118.22,-0.44,0.197,0.468,54.53,219,5.599999905,45.07,0.004,0.34,167.07,"Boreal",-0.271
"926","Plot926","Can",57.23,-118.22,-0.65,0.199,0.381,54.53,219,5.599999905,45.07,0.0046,0.46,167.07,"Boreal",-0.182
"927","Plot927","Can",57.23,-118.22,-0.85,0.256,0.367,54.53,219,5.599999905,45.07,0.005,0.4,167.07,"Boreal",-0.111
"928","Plot928","Can",57.21,-118.31,-0.71,0.223,0.3,55.34,215,5.599999905,44.73,0.0047,0.27,134.6,"Boreal",-0.077
"929","Plot929","Can",57.21,-118.31,-0.85,0.253,0.342,55.34,215,5.599999905,44.73,0.0043,0.31,134.6,"Boreal",-0.089
"930","Plot930","Can",57.21,-118.31,-1.29,0.262,0.219,55.34,215,5.599999905,44.73,0.0045,0.28,134.6,"Boreal",0.043
"931","Plot931","Can",57.21,-118.31,-1.27,0.224,0.175,55.34,215,5.599999905,44.73,0.0045,0.38,134.6,"Boreal",0.049
"932","Plot932","Can",57.17,-117.95,-0.58,0.3,0.386,51.37,211,5.599999905,39.27,0.0038,0.46,128.15,"Boreal",-0.086
"933","Plot933","Can",57.17,-117.95,-0.68,0.273,0.324,51.37,211,5.599999905,39.27,0.0035,0.47,128.15,"Boreal",-0.051
"934","Plot934","Can",57.17,-117.95,-0.93,0.284,0.286,51.37,211,5.599999905,39.27,0.0045,0.38,128.15,"Boreal",-0.002
"935","Plot935","Can",57.17,-117.95,-0.62,0.307,0.405,51.37,211,5.599999905,39.27,0.0044,0.3,128.15,"Boreal",-0.098
"936","Plot936","Can",54.05,-115.93,-0.8,0.344,0.523,67.32,280,5.5,50.97,0.0041,0.25,112.5,"Boreal",-0.179
"937","Plot937","Can",54.05,-115.93,-0.84,0.319,0.479,67.32,280,5.5,50.97,0.0043,0.22,112.5,"Boreal",-0.16
"938","Plot938","Can",54.05,-115.93,-1.21,0.307,0.401,67.32,280,5.5,50.97,0.0036,0.33,112.5,"Boreal",-0.094
"939","Plot939","Can",54.05,-115.93,-0.84,0.349,0.509,67.32,280,5.5,50.97,0.0045,0.26,112.5,"Boreal",-0.16
"940","Plot940","Can",54.05,-115.94,-0.76,0.328,0.56,67.29,285,5.5,48.99,0.0035,0.32,106.23,"Boreal",-0.232
"941","Plot941","Can",54.05,-115.94,-0.76,0.321,0.591,67.29,285,5.5,48.99,0.0039,0.33,106.23,"Boreal",-0.27
"942","Plot942","Can",54.05,-115.94,-0.62,0.269,0.503,67.29,285,5.5,48.99,0.0031,0.33,106.23,"Boreal",-0.234
"943","Plot943","Can",54.05,-115.94,-0.9,0.292,0.331,67.29,285,5.5,48.99,0.0032,0.31,106.23,"Boreal",-0.039
"944","Plot944","Can",54.04,-115.98,-0.92,0.41,0.468,67.27,285,5.5,53.6,0.0049,0.19,73.7,"Boreal",-0.0580000000000001
"945","Plot945","Can",54.04,-115.98,-1.07,0.325,0.316,67.27,285,5.5,53.6,0.0048,0.26,73.7,"Boreal",0.00900000000000001
"946","Plot946","Can",54.04,-115.98,-0.91,0.365,0.431,67.27,285,5.5,53.6,0.0043,0.23,73.7,"Boreal",-0.066
"947","Plot947","Can",54.04,-115.98,-1.56,0.391,0.216,67.27,285,5.5,53.6,0.005,0.22,73.7,"Boreal",0.175
"948","Plot948","Can",54.07,-116.05,-2.54,0.316,0.156,66.7,288,5.699999809,50.88,0.0033,0.28,83,"Boreal",0.16
"949","Plot949","Can",54.07,-116.05,-3.27,0.3,0.099,66.7,288,5.699999809,50.88,0.0034,0.22,83,"Boreal",0.201
"950","Plot950","Can",54.07,-116.05,-3.66,0.26,0.092,66.7,288,5.699999809,50.88,0.0031,0.22,83,"Boreal",0.168
"951","Plot951","Can",54.31,-116.57,-0.67,0.354,0.429,65.41,274,6,49.17,0.0043,0.36,87.86,"Boreal",-0.075
"952","Plot952","Can",54.31,-116.57,-1.06,0.355,0.327,65.41,274,6,49.17,0.0051,0.32,87.86,"Boreal",0.028
"953","Plot953","Can",54.31,-116.57,-1.2,0.379,0.41,65.41,274,6,49.17,0.004,0.44,87.86,"Boreal",-0.031
"954","Plot954","Can",54.31,-116.57,-0.61,0.297,0.375,65.41,274,6,49.17,0.0041,0.32,87.86,"Boreal",-0.078
"955","Plot955","Can",55.19,-114.02,-0.63,0.351,0.362,63.02,260,5,43.56,0.0022,0.36,58.15,"Boreal",-0.011
"956","Plot956","Can",54.11,-116.08,-0.6,0.317,0.537,66.58,284,5.699999809,46.06,0.0033,0.29,100.19,"Boreal",-0.22
"957","Plot957","Can",54.11,-116.08,-0.76,0.294,0.393,66.58,284,5.699999809,46.06,0.003,0.3,100.19,"Boreal",-0.099
"958","Plot958","Can",54.11,-116.08,-0.74,0.361,0.493,66.58,284,5.699999809,46.06,0.003,0.4,100.19,"Boreal",-0.132
"959","Plot959","Can",54.87,-111.41,-1.06,0.385,0.335,64.75,242,5.699999809,37.73,0.0027,0.32,50.7,"Boreal",0.05
"960","Plot960","Can",54.94,-118.26,-0.66,0.278,0.38,48.86,229,5.599999905,53.57,0.0023,0.33,69.1,"Boreal",-0.102
"961","Plot961","Can",54.94,-118.26,-0.63,0.277,0.396,48.86,229,5.599999905,53.57,0.0025,0.23,69.1,"Boreal",-0.119
"962","Plot962","Can",54.94,-118.26,-0.73,0.36,0.469,48.86,229,5.599999905,53.57,0.0032,0.28,69.1,"Boreal",-0.109
"963","Plot963","Can",54.88,-118.25,-1.51,0.379,0.242,49.2,229,5.800000191,46.29,0.0044,0.33,71.22,"Boreal",0.137
"964","Plot964","Can",54.88,-118.25,-1.04,0.328,0.335,49.2,229,5.800000191,46.29,0.0031,0.32,71.22,"Boreal",-0.00700000000000001
"965","Plot965","Can",54.88,-118.25,-0.59,0.359,0.448,49.2,229,5.800000191,46.29,0.0029,0.32,71.22,"Boreal",-0.089
